signal_strength,network_load,user_speed,call_duration,tower_distance,packet_loss,dropped_call,signal_quality,mobility_level,load_category,call_risk_score
-116,43,56,368,5.41,3.72,1,Poor,Medium,Medium,89.2
-101,79,41,327,6.52,1.29,1,Poor,Medium,High,74.8
-103,26,97,84,7.14,0.62,1,Poor,High,Low,47.5
-119,29,70,203,6.47,3.5,1,Poor,High,Low,82.3
-108,82,30,372,7.72,4.21,1,Poor,Medium,High,107.30000000000001
-117,68,51,105,3.66,0.1,1,Poor,Medium,Medium,63.300000000000004
-79,78,1,49,1.88,1.17,0,Moderate,Low,High,66.60000000000001
-60,96,82,406,2.13,4.73,1,Good,High,High,103.70000000000002
-113,42,37,116,0.22,1.93,1,Poor,Medium,Medium,70.0
-54,87,31,26,3.57,4.69,1,Good,Medium,High,97.90000000000002
-58,26,9,536,1.01,1.37,0,Good,Low,Low,41.5
-112,66,104,508,3.28,1.09,1,Poor,High,Medium,70.9
-110,92,7,534,6.32,1.07,1,Poor,Low,High,80.5
-79,10,89,52,8.96,0.43,0,Moderate,High,Low,32.0
-108,22,93,359,8.41,4.48,1,Poor,High,Low,86.0
-85,36,74,39,2.6,4.9,1,Moderate,High,Low,88.9
-108,79,104,450,1.43,4.77,1,Poor,High,High,111.69999999999999
-109,68,19,551,2.01,4.26,1,Poor,Low,Medium,102.5
-84,15,19,464,9.71,4.23,1,Moderate,Low,Low,73.5
-69,32,8,103,5.54,3.31,0,Good,Low,Low,66.60000000000001
-119,19,71,304,1.91,4.13,1,Poor,High,Low,84.6
-65,60,14,558,8.42,1.04,0,Good,Low,Medium,53.9
-61,28,97,98,4.01,1.94,0,Good,High,Low,48.900000000000006
-98,60,87,512,9.0,3.2,1,Poor,High,Medium,85.4
-81,96,96,223,2.68,,1,Moderate,High,High,87.3143888888889
-57,77,104,431,3.99,3.3,0,Good,High,High,80.89999999999999
-98,93,104,535,5.1,4.2,1,Poor,High,High,108.6
-92,92,108,201,8.94,2.37,1,Moderate,High,High,88.10000000000001
-70,51,62,233,8.7,3.59,1,Good,High,Medium,77.3
-52,66,103,564,5.79,4.9,1,Good,High,Medium,91.0
-90,77,90,396,2.3,0.77,0,Moderate,High,High,65.5
-71,47,20,483,4.09,4.63,1,Good,Medium,Medium,86.39999999999999
-101,71,4,212,9.76,2.61,1,Poor,Low,High,84.8
-66,16,34,456,6.12,3.22,0,Good,Medium,Low,58.400000000000006
-119,80,84,77,7.83,4.39,1,Poor,High,High,111.6
-96,59,67,101,4.55,2.05,1,Poor,High,Medium,72.9
-108,61,112,187,5.37,2.09,1,Poor,High,Medium,77.69999999999999
-51,35,47,568,4.35,2.64,0,Good,Medium,Low,55.7
-54,35,79,12,7.06,0.1,0,Good,High,Low,31.2
-63,28,94,112,8.53,,0,Good,High,Low,54.71438888888889
-57,18,89,282,5.12,1.46,0,Good,High,Low,38.9
-52,70,61,543,4.86,4.64,1,Good,High,Medium,90.0
-62,29,115,125,3.47,0.44,0,Good,High,Low,34.599999999999994
-61,59,34,473,1.85,2.3,0,Good,Medium,Medium,64.9
-59,89,69,113,9.4,4.74,1,Good,High,High,100.7
-105,90,96,268,3.23,,1,Poor,High,High,92.1143888888889
-53,31,20,317,8.03,3.51,1,Good,Medium,Low,63.39999999999999
-106,22,79,376,7.18,2.95,1,Poor,High,Low,70.1
-66,21,110,311,7.93,1.4,0,Good,High,Low,42.2
-86,19,38,569,9.37,1.83,0,Moderate,Medium,Low,51.7
-66,74,33,36,6.27,,0,Good,Medium,High,74.01438888888889
-107,39,105,517,8.99,3.93,1,Poor,High,Low,87.0
-72,17,14,536,1.76,1.62,0,Good,Low,Low,44.6
-114,30,5,374,6.3,3.34,1,Poor,Low,Low,79.6
-91,31,65,307,7.75,1.79,0,Moderate,High,Low,57.599999999999994
-72,27,87,370,2.79,2.32,0,Good,High,Low,55.599999999999994
-105,75,55,513,7.43,2.78,1,Poor,Medium,High,89.3
-70,57,48,597,7.81,4.01,1,Good,Medium,Medium,83.89999999999999
-79,53,91,39,8.33,1.06,0,Moderate,High,Medium,55.5
-104,18,0,448,3.2,1.99,1,Poor,Low,Low,58.3
-58,76,64,349,6.85,0.65,0,Good,High,High,54.300000000000004
-76,63,27,135,3.11,0.38,0,Moderate,Medium,Medium,51.800000000000004
-114,35,99,575,7.42,3.02,1,Poor,High,Low,78.4
-94,94,19,375,4.68,0.95,1,Moderate,Low,High,75.3
-111,35,47,452,6.02,,1,Poor,Medium,Low,71.91438888888888
-87,43,71,272,4.22,4.49,1,Moderate,High,Medium,88.2
-85,17,64,231,1.7,2.67,0,Moderate,High,Low,59.0
-96,19,89,11,1.86,0.67,1,Poor,High,Low,43.099999999999994
-115,57,50,403,0.87,0.27,1,Poor,Medium,Medium,60.0
-97,64,42,315,6.22,0.6,1,Poor,Medium,Medium,60.7
-103,63,48,155,8.5,2.36,1,Poor,Medium,Medium,79.69999999999999
-115,87,24,539,0.31,3.34,1,Poor,Medium,High,102.7
-92,49,73,537,0.76,3.21,0,Moderate,High,Medium,79.3
-96,24,75,317,4.63,0.72,1,Poor,High,Low,45.599999999999994
-66,90,40,349,7.4,3.17,1,Good,Medium,High,87.5
-75,27,70,361,1.66,2.02,0,Good,High,Low,53.5
-97,32,63,218,2.79,2.32,1,Poor,High,Low,65.1
-95,71,60,214,2.4,4.01,1,Moderate,High,High,97.0
-93,55,11,24,4.05,1.66,0,Moderate,Low,Medium,66.5
-118,96,110,437,2.33,0.73,1,Poor,High,High,81.1
-83,48,103,485,3.59,4.37,1,Moderate,High,Medium,87.80000000000001
-60,24,80,307,7.31,1.06,0,Good,High,Low,38.2
-70,62,68,566,6.15,,0,Good,High,Medium,70.4143888888889
-73,97,13,103,0.9,3.53,1,Good,Low,High,96.0
-100,73,33,116,6.41,3.42,1,Poor,Medium,High,93.4
-67,72,47,428,4.82,,1,Good,Medium,High,73.51438888888889
-65,89,60,287,9.35,0.92,1,Good,High,High,64.30000000000001
-62,25,80,137,2.96,1.76,0,Good,High,Low,46.2
-70,79,34,468,7.29,0.63,0,Good,Medium,High,58.9
-101,75,118,47,7.34,,1,Poor,High,High,84.91438888888888
-62,22,64,207,2.29,,0,Good,High,Low,52.01438888888889
-112,56,58,366,9.04,3.44,1,Poor,Medium,Medium,90.4
-120,18,113,16,4.96,0.0,1,Poor,High,Low,43.2
-92,72,113,565,6.82,0.3,0,Moderate,High,High,59.4
-58,43,35,341,1.54,,0,Good,Medium,Medium,59.214388888888884
-65,90,78,528,2.65,4.79,1,Good,High,High,103.4
-53,38,18,203,5.9,4.45,1,Good,Low,Low,75.6
-86,46,114,325,3.26,4.97,1,Moderate,High,Medium,93.89999999999999
-118,52,41,10,5.05,2.08,1,Poor,Medium,Medium,77.0
-114,95,68,71,3.8,0.23,1,Poor,High,High,74.5
-94,73,18,352,6.44,,0,Moderate,Low,High,82.01438888888889
-120,33,106,27,4.92,3.38,1,Poor,High,Low,83.0
-77,80,38,380,0.15,0.68,0,Moderate,Medium,High,61.89999999999999
-80,43,68,588,6.53,1.5,0,Moderate,High,Medium,56.2
-79,57,51,580,4.28,0.28,0,Moderate,Medium,Medium,49.3
-88,21,11,244,3.48,2.37,0,Moderate,Low,Low,58.5
-71,32,82,78,1.03,1.04,0,Good,High,Low,44.5
-58,88,46,456,2.28,0.46,1,Good,Medium,High,57.2
-84,22,75,17,2.32,2.06,0,Moderate,High,Low,54.6
-62,96,35,471,9.36,1.76,1,Good,Medium,High,74.60000000000001
-73,54,62,320,4.38,,0,Good,High,Medium,68.1143888888889
-116,74,75,143,0.52,3.75,1,Poor,High,High,101.89999999999999
-73,56,81,394,1.47,0.56,0,Good,High,Medium,49.900000000000006
-118,67,112,65,0.88,3.96,1,Poor,High,Medium,101.80000000000001
-74,14,50,369,5.93,0.13,0,Good,Medium,Low,29.1
-59,86,111,123,1.95,2.22,1,Good,High,High,74.3
-107,14,42,97,5.04,2.94,1,Poor,Medium,Low,67.1
-58,69,33,147,3.76,4.78,1,Good,Medium,Medium,92.80000000000001
-60,30,111,117,8.06,2.87,0,Good,High,Low,58.7
-90,33,96,509,3.27,0.79,0,Moderate,High,Low,48.1
-104,27,48,544,4.64,2.59,1,Poor,Medium,Low,67.9
-97,30,17,153,7.24,1.98,1,Poor,Low,Low,60.9
-98,63,60,65,4.39,2.4,1,Poor,High,Medium,78.6
-71,19,56,15,7.95,0.99,0,Good,Medium,Low,38.8
-51,33,92,551,6.65,2.5,0,Good,High,Low,53.5
-94,94,108,456,4.16,0.75,1,Moderate,High,High,73.3
-106,98,4,394,5.09,3.72,1,Poor,Low,High,108.2
-71,69,88,316,9.68,2.97,0,Good,High,Medium,78.60000000000001
-85,66,23,311,6.65,0.39,0,Moderate,Medium,Medium,55.800000000000004
-113,32,92,414,9.06,4.45,1,Poor,High,Low,91.19999999999999
-118,31,63,571,1.87,3.08,1,Poor,High,Low,78.6
-59,77,58,519,4.88,1.58,0,Good,Medium,High,64.3
-74,43,37,82,9.1,0.23,0,Good,Medium,Medium,41.7
-60,79,32,573,3.29,3.16,0,Good,Medium,High,81.2
-89,37,9,274,9.68,1.87,0,Moderate,Low,Low,60.2
-108,48,36,236,1.06,4.54,1,Poor,Medium,Medium,97.0
-120,51,96,202,9.04,,1,Poor,High,Medium,81.01438888888889
-87,32,86,383,4.51,0.2,0,Moderate,High,Low,40.9
-59,79,10,19,0.83,,1,Good,Low,High,73.9143888888889
-90,89,23,311,8.81,,1,Moderate,Medium,High,87.21438888888889
-57,11,87,368,2.59,0.14,0,Good,High,Low,22.9
-96,33,70,61,0.32,3.58,1,Poor,High,Low,77.8
-83,26,113,108,1.44,1.11,0,Moderate,High,Low,46.4
-107,74,20,22,6.63,,1,Poor,Medium,High,86.31438888888889
-113,79,19,399,9.78,4.34,1,Poor,Low,High,108.9
-67,78,116,366,1.2,0.5,0,Good,High,High,56.3
-119,69,9,20,4.67,1.19,1,Poor,Low,Medium,75.19999999999999
-65,59,88,90,1.89,0.12,0,Good,High,Medium,44.3
-60,21,46,270,7.48,0.22,0,Good,Medium,Low,28.6
-99,56,99,15,1.27,0.15,1,Poor,High,Medium,53.6
-86,76,111,467,2.47,4.0,1,Moderate,High,High,96.2
-105,74,46,382,2.04,1.49,1,Poor,Medium,High,76.0
-71,36,14,490,5.57,2.47,0,Good,Low,Low,60.400000000000006
-78,57,43,231,8.74,3.94,1,Moderate,Medium,Medium,85.6
-104,97,103,90,5.16,2.47,1,Poor,High,High,94.7
-63,71,103,524,0.68,2.15,0,Good,High,High,68.80000000000001
-119,53,113,69,5.68,0.06,1,Poor,High,Medium,57.5
-117,28,61,230,8.0,,1,Poor,High,Low,70.9143888888889
-82,68,5,358,1.41,0.62,0,Moderate,Low,Medium,58.0
-115,17,100,570,0.82,3.82,1,Poor,High,Low,79.5
-52,64,65,237,1.96,1.29,0,Good,High,Medium,54.1
-52,56,75,299,7.49,3.37,0,Good,High,Medium,71.7
-101,11,3,302,5.96,3.23,1,Poor,Low,Low,67.0
-57,48,22,202,5.45,3.08,0,Good,Medium,Medium,67.1
-105,54,12,483,2.57,1.33,1,Poor,Low,Medium,66.4
-70,41,80,266,3.39,1.34,0,Good,High,Medium,50.800000000000004
-84,74,30,515,9.66,4.32,1,Moderate,Medium,High,98.00000000000001
-52,47,15,397,2.48,0.06,0,Good,Low,Medium,35.0
-79,86,40,407,9.03,0.91,1,Moderate,Medium,High,67.2
-64,20,89,375,5.85,3.05,0,Good,High,Low,57.7
-55,19,91,299,1.32,4.09,1,Good,High,Low,65.0
-112,68,0,318,4.73,1.79,1,Poor,Low,Medium,78.7
-57,99,110,287,9.49,3.27,1,Good,High,High,89.4
-99,64,11,473,4.24,2.79,1,Poor,Low,Medium,83.2
-87,29,100,198,8.65,0.32,0,Moderate,High,Low,40.9
-66,90,118,187,2.64,3.11,1,Good,High,High,86.89999999999999
-92,26,55,537,5.75,4.07,1,Moderate,Medium,Low,78.7
-83,77,49,384,8.45,4.96,1,Moderate,Medium,High,105.30000000000001
-103,14,19,463,9.21,0.15,1,Poor,Low,Low,38.0
-56,69,65,226,4.91,3.3,0,Good,High,Medium,77.4
-120,32,35,51,6.43,2.07,1,Poor,Medium,Low,69.5
-117,55,78,203,0.13,0.05,1,Poor,High,Medium,57.6
-117,61,37,336,2.61,3.07,1,Poor,Medium,Medium,90.2
-94,19,21,382,2.86,0.61,0,Moderate,Medium,Low,41.9
-78,55,107,474,1.03,1.89,0,Moderate,High,Medium,64.3
-62,37,60,172,2.87,1.31,0,Good,High,Low,46.5
-89,52,49,285,3.28,1.81,0,Moderate,Medium,Medium,65.60000000000001
-88,35,95,373,9.69,2.46,0,Moderate,High,Low,65.0
-93,64,58,489,6.72,1.8,0,Moderate,Medium,Medium,71.5
-66,57,19,469,4.32,2.76,0,Good,Low,Medium,70.2
-61,38,35,274,9.88,,0,Good,Medium,Low,58.1143888888889
-51,36,96,548,1.62,3.18,0,Good,High,Low,61.5
-59,27,14,395,4.81,4.27,1,Good,Low,Low,71.2
-87,69,61,94,6.51,1.12,0,Moderate,High,Medium,64.9
-65,83,113,325,0.65,2.54,1,Good,High,High,78.1
-108,78,109,252,7.2,,1,Poor,High,High,88.21438888888889
-65,83,2,478,1.09,2.82,1,Good,Low,High,80.9
-103,30,92,351,1.49,1.83,1,Poor,High,Low,61.2
-67,33,110,186,1.68,3.21,0,Good,High,Low,65.4
-78,12,90,139,9.3,0.14,0,Moderate,High,Low,29.6
-82,71,4,92,6.86,1.85,0,Moderate,Low,High,71.5
-60,11,55,369,6.59,2.66,0,Good,Medium,Low,49.0
-79,75,30,97,5.6,0.1,0,Moderate,Medium,High,54.7
-103,51,85,541,3.0,2.54,1,Poor,High,Medium,76.69999999999999
-98,43,34,480,6.25,3.27,1,Poor,Medium,Medium,79.30000000000001
-67,51,117,507,4.16,3.8,1,Good,High,Medium,78.5
-91,29,70,516,1.54,0.57,0,Moderate,High,Low,44.6
-63,77,69,363,6.93,4.95,1,Good,High,High,99.19999999999999
-53,54,25,425,1.38,3.03,0,Good,Medium,Medium,67.8
-54,84,117,60,1.99,1.82,1,Good,High,High,68.0
-103,51,0,72,8.2,1.25,1,Poor,Low,Medium,63.800000000000004
-114,56,82,98,6.64,2.86,1,Poor,High,Medium,85.19999999999999
-81,14,6,199,6.35,4.41,1,Moderate,Low,Low,74.0
-51,98,35,357,4.24,2.6,1,Good,Medium,High,80.5
-56,58,75,547,4.02,,0,Good,High,Medium,64.6143888888889
-53,46,83,185,6.93,1.79,0,Good,High,Medium,52.199999999999996
-72,43,86,373,7.43,1.94,0,Good,High,Medium,58.19999999999999
-69,82,24,563,5.15,1.43,1,Good,Medium,High,67.8
-92,79,93,492,9.7,3.53,1,Moderate,High,High,94.5
-100,27,58,128,9.56,1.8,1,Poor,Medium,Low,58.8
-112,87,60,178,4.18,0.95,1,Poor,High,High,77.9
-74,28,28,156,8.22,1.85,0,Good,Medium,Low,51.900000000000006
-79,87,94,446,5.48,4.27,1,Moderate,High,High,101.2
-70,49,17,448,5.17,3.69,1,Good,Low,Medium,77.5
-65,26,40,198,0.64,,0,Good,Medium,Low,54.51438888888889
-70,69,18,169,5.78,4.53,1,Good,Low,Medium,93.9
-51,51,117,411,9.02,,0,Good,High,Medium,60.314388888888885
-101,90,3,595,7.82,,1,Poor,Low,High,90.91438888888888
-94,81,64,27,7.88,0.64,1,Moderate,High,High,67.0
-83,74,40,149,1.68,0.58,0,Moderate,Medium,High,60.3
-56,62,14,124,3.65,0.44,0,Good,Low,Medium,46.0
-67,16,53,337,2.41,3.31,0,Good,Medium,Low,59.599999999999994
-97,14,63,234,3.23,3.0,1,Poor,High,Low,64.7
-74,33,71,567,5.84,3.24,0,Good,High,Low,67.80000000000001
-58,37,14,448,3.71,3.44,0,Good,Low,Low,66.6
-64,71,78,559,5.65,,1,Good,High,High,72.21438888888889
-66,26,49,395,4.44,1.04,0,Good,Medium,Low,40.6
-61,29,102,530,2.94,3.11,0,Good,High,Low,61.0
-59,12,21,262,1.04,2.9,0,Good,Medium,Low,51.5
-91,46,17,107,8.93,4.72,1,Moderate,Low,Medium,92.89999999999999
-99,99,79,80,0.21,1.16,1,Poor,High,High,80.9
-92,24,1,560,0.12,0.29,0,Moderate,Low,Low,40.1
-80,60,35,456,8.29,3.27,0,Moderate,Medium,Medium,80.7
-79,57,19,99,9.97,3.7,1,Moderate,Low,Medium,83.5
-56,17,15,439,7.3,1.42,0,Good,Low,Low,37.8
-90,22,66,228,0.25,2.85,0,Moderate,High,Low,64.3
-91,57,119,116,2.34,0.3,0,Moderate,High,Medium,53.1
-103,12,29,485,9.72,4.8,1,Poor,Medium,Low,83.69999999999999
-104,74,54,463,8.11,0.55,1,Poor,Medium,High,66.3
-83,82,65,553,5.71,,1,Moderate,High,High,82.31438888888889
-107,40,98,135,2.44,0.22,1,Poor,High,Low,50.3
-65,35,25,156,0.24,,0,Good,Medium,Low,58.11438888888889
-99,90,56,289,0.31,0.49,1,Poor,Medium,High,70.6
-54,65,68,33,6.16,,1,Good,High,Medium,66.81438888888889
-65,43,1,129,0.32,4.49,1,Good,Low,Medium,81.60000000000001
-102,18,114,306,9.94,1.3,1,Poor,High,Low,50.8
-64,71,55,91,1.92,3.14,0,Good,Medium,High,79.0
-77,22,83,457,7.14,0.21,0,Moderate,High,Low,34.0
-86,78,61,479,1.64,,0,Moderate,High,High,81.6143888888889
-120,50,33,432,5.45,1.46,1,Poor,Medium,Medium,70.6
-69,86,97,554,0.9,1.14,1,Good,High,High,66.5
-51,10,117,33,7.69,3.22,0,Good,High,Low,51.5
-84,98,55,70,5.89,0.65,1,Moderate,Medium,High,70.9
-56,56,54,93,0.95,4.3,1,Good,Medium,Medium,82.2
-70,13,19,234,8.5,3.32,0,Good,Low,Low,59.4
-120,72,49,195,5.52,3.55,1,Poor,Medium,High,100.3
-100,61,24,384,9.22,4.68,1,Poor,Medium,Medium,101.2
-68,19,83,81,9.17,4.71,1,Good,High,Low,75.1
-105,37,24,83,9.21,2.76,1,Poor,Medium,Low,73.9
-60,15,52,350,0.87,2.48,0,Good,Medium,Low,48.8
-67,36,13,162,1.3,1.68,0,Good,Low,Low,51.3
-81,21,59,105,9.88,3.58,1,Moderate,Medium,Low,68.5
-95,71,110,574,4.93,2.69,0,Moderate,High,High,83.8
-56,61,107,454,2.46,4.66,1,Good,High,Medium,87.8
-57,57,42,119,7.72,1.19,0,Good,Medium,Medium,51.8
-78,76,106,467,2.72,1.55,0,Moderate,High,High,69.30000000000001
-104,55,61,60,7.3,1.58,1,Poor,High,Medium,69.0
-62,83,102,386,8.39,4.03,1,Good,High,High,92.1
-98,24,75,82,7.86,0.5,1,Poor,High,Low,44.0
-114,80,111,221,2.81,2.28,1,Poor,High,High,89.0
-77,45,68,441,4.08,2.14,0,Moderate,High,Medium,62.5
-68,23,62,177,4.19,0.37,0,Good,High,Low,33.3
-87,87,1,340,4.96,,1,Moderate,Low,High,85.51438888888889
-75,12,53,503,1.76,2.57,0,Good,Medium,Low,53.0
-53,76,15,152,4.58,,0,Good,Low,High,70.91438888888888
-105,95,54,591,5.16,2.55,1,Poor,Medium,High,95.0
-102,28,93,454,5.36,4.8,1,Poor,High,Low,89.8
-119,85,110,403,8.22,4.89,1,Poor,High,High,118.6
-111,63,42,521,5.22,,1,Poor,Medium,Medium,83.1143888888889
-71,78,60,337,2.38,2.58,0,Good,High,High,78.3
-109,19,37,268,6.66,1.43,1,Poor,Medium,Low,54.599999999999994
-51,42,44,446,7.99,4.99,1,Good,Medium,Medium,82.0
-99,22,50,573,3.26,,1,Poor,Medium,Low,63.1143888888889
-89,60,41,358,6.49,2.26,0,Moderate,Medium,Medium,73.3
-120,41,23,524,1.55,0.01,1,Poor,Medium,Medium,52.5
-67,84,114,458,3.49,1.75,1,Good,High,High,71.2
-63,33,29,408,9.1,0.36,0,Good,Medium,Low,35.7
-51,44,36,223,9.12,3.72,1,Good,Medium,Medium,70.10000000000001
-103,92,52,555,5.8,2.81,1,Poor,Medium,High,95.80000000000001
-115,79,62,571,7.05,2.86,1,Poor,High,High,94.7
-76,49,102,298,8.55,1.43,0,Moderate,High,Medium,56.7
-98,63,10,268,9.59,4.07,1,Poor,Low,Medium,95.30000000000001
-98,53,77,267,4.95,0.02,1,Poor,High,Medium,50.8
-95,71,22,397,5.66,1.67,0,Moderate,Medium,High,73.6
-114,77,116,554,4.21,3.3,1,Poor,High,High,98.0
-77,42,79,274,0.81,4.54,1,Moderate,High,Medium,85.3
-94,86,49,322,4.29,1.17,1,Moderate,Medium,High,74.3
-95,65,84,49,7.93,2.71,0,Moderate,High,Medium,81.6
-85,45,54,219,8.07,2.69,0,Moderate,Medium,Medium,70.4
-66,63,54,281,8.93,,1,Good,Medium,Medium,69.6143888888889
-57,28,3,145,0.61,0.25,0,Good,Low,Low,30.799999999999997
-64,52,96,69,5.32,,0,Good,High,Medium,64.6143888888889
-52,21,53,519,1.16,0.91,0,Good,Medium,Low,33.1
-60,20,60,524,2.09,0.11,0,Good,High,Low,27.1
-119,79,110,24,9.01,,1,Poor,High,High,91.91438888888888
-66,21,77,264,5.02,4.88,1,Good,High,Low,77.0
-83,50,82,544,7.61,1.07,0,Moderate,High,Medium,55.6
-92,34,4,244,0.74,4.68,1,Moderate,Low,Low,88.0
-95,12,99,140,4.23,1.03,0,Moderate,High,Low,43.6
-86,12,94,26,6.77,4.66,1,Moderate,High,Low,77.2
-54,93,108,194,1.42,3.27,1,Good,High,High,86.10000000000001
-92,37,17,400,3.33,0.57,0,Moderate,Low,Low,48.099999999999994
-87,32,43,432,0.74,2.91,0,Moderate,Medium,Low,68.0
-80,57,30,451,6.55,1.59,0,Moderate,Medium,Medium,62.7
-80,76,118,565,9.71,1.92,0,Moderate,High,High,73.6
-98,51,93,21,8.29,2.2,1,Poor,High,Medium,71.80000000000001
-118,97,20,529,9.75,2.11,1,Poor,Medium,High,95.30000000000001
-63,49,46,89,8.47,3.32,0,Good,Medium,Medium,71.69999999999999
-89,15,29,311,8.57,3.84,1,Moderate,Medium,Low,71.1
-90,29,54,225,5.81,1.65,0,Moderate,Medium,Low,55.1
-78,20,104,257,5.23,4.62,1,Moderate,High,Low,77.6
-114,36,67,550,4.12,4.69,1,Poor,High,Low,95.5
-120,30,68,281,8.2,0.2,1,Poor,High,Low,50.0
-60,22,40,142,1.9,0.07,0,Good,Medium,Low,27.5
-107,95,44,14,0.66,2.13,1,Poor,Medium,High,91.4
-69,44,73,551,9.48,2.95,0,Good,High,Medium,67.8
-115,56,90,150,0.14,1.39,1,Poor,High,Medium,70.8
-111,95,79,492,9.77,,1,Poor,High,High,95.91438888888888
-91,37,29,314,7.32,3.39,0,Moderate,Medium,Low,76.0
-100,30,76,354,3.35,3.01,1,Poor,High,Low,72.1
-61,27,99,571,7.01,0.84,0,Good,High,Low,37.5
-58,40,84,279,8.2,4.42,1,Good,High,Low,77.6
-79,69,44,117,2.53,3.4,0,Moderate,Medium,Medium,85.3
-70,46,116,567,7.73,1.81,0,Good,High,Medium,57.5
-57,30,103,483,8.06,3.42,0,Good,High,Low,63.3
-65,23,44,91,2.57,0.56,0,Good,Medium,Low,34.3
-80,98,78,93,0.52,2.34,1,Moderate,High,High,86.6
-89,69,83,299,2.12,0.84,0,Moderate,High,Medium,62.7
-106,32,83,80,2.09,0.21,1,Poor,High,Low,46.699999999999996
-59,38,44,184,0.75,1.69,0,Good,Medium,Low,49.8
-94,56,54,472,7.29,0.75,0,Moderate,Medium,Medium,58.1
-93,39,58,404,3.86,3.17,0,Moderate,Medium,Low,75.19999999999999
-57,99,4,100,8.86,3.37,1,Good,Low,High,90.4
-62,93,117,478,2.6,0.74,1,Good,High,High,63.2
-63,47,117,443,4.59,0.12,0,Good,High,Medium,38.9
-119,92,31,258,6.43,,1,Poor,Medium,High,97.1143888888889
-85,36,5,581,8.79,0.01,0,Moderate,Low,Low,40.0
-108,98,93,250,5.29,1.72,1,Poor,High,High,88.80000000000001
-106,96,25,505,3.8,2.47,1,Poor,Medium,High,94.9
-61,24,36,349,8.68,4.09,1,Good,Medium,Low,68.8
-99,68,12,480,3.17,4.19,1,Poor,Low,Medium,98.80000000000001
-58,12,92,472,0.89,3.62,1,Good,High,Low,58.4
-96,19,68,284,4.51,1.24,1,Poor,High,Low,48.8
-73,88,24,24,7.87,3.6,1,Good,Medium,High,93.1
-78,89,12,50,0.4,1.23,1,Moderate,Low,High,71.30000000000001
-83,26,87,217,5.9,1.07,0,Moderate,High,Low,46.0
-80,92,94,69,5.99,2.74,1,Moderate,High,High,88.2
-76,20,19,374,9.29,3.39,0,Moderate,Low,Low,64.7
-81,57,118,249,2.94,0.27,0,Moderate,High,Medium,49.8
-104,14,71,169,2.86,,1,Poor,High,Low,61.414388888888894
-64,78,59,406,4.46,3.92,1,Good,Medium,High,89.60000000000001
-119,73,72,509,3.63,4.3,1,Poor,High,High,107.9
-59,23,20,218,7.39,3.02,0,Good,Medium,Low,57.099999999999994
-112,59,114,142,6.45,,1,Poor,High,Medium,81.81438888888889
-53,35,60,390,7.61,4.23,1,Good,High,Low,72.2
-104,81,83,442,8.22,3.64,1,Poor,High,High,100.0
-71,78,78,398,9.24,2.9,0,Good,High,High,81.5
-81,16,25,592,4.37,,0,Moderate,Medium,Low,55.314388888888885
-63,25,53,441,9.85,0.99,0,Good,Medium,Low,38.8
-100,64,41,283,2.24,2.09,1,Poor,Medium,Medium,76.5
-103,87,10,360,7.17,1.43,1,Poor,Low,High,80.0
-66,65,36,143,5.39,1.7,0,Good,Medium,Medium,62.8
-92,13,104,75,8.19,2.58,0,Moderate,High,Low,58.599999999999994
-97,57,10,214,4.82,0.85,1,Poor,Low,Medium,60.4
-104,26,26,307,7.86,4.03,1,Poor,Medium,Low,81.9
-103,45,93,126,9.31,0.73,1,Poor,High,Medium,56.2
-79,79,82,276,7.35,2.4,0,Moderate,High,High,79.3
-76,89,33,158,7.78,3.73,1,Moderate,Medium,High,95.7
-104,47,37,203,0.77,2.43,1,Poor,Medium,Medium,74.3
-107,71,60,188,2.13,1.81,1,Poor,High,High,78.6
-72,57,86,157,9.75,2.37,0,Good,High,Medium,68.1
-92,19,52,474,6.96,4.24,1,Moderate,Medium,Low,77.60000000000001
-117,45,64,578,5.66,,1,Poor,High,Medium,77.71438888888889
-101,38,2,14,3.73,3.16,1,Poor,Low,Low,77.1
-74,87,66,535,0.54,3.97,1,Good,High,High,96.7
-112,13,27,289,3.75,,1,Poor,Medium,Low,63.414388888888894
-94,53,13,508,5.04,4.4,1,Moderate,Low,Medium,93.4
-106,65,51,445,2.19,4.77,1,Poor,Medium,Medium,105.49999999999999
-102,51,29,225,1.81,2.88,1,Poor,Medium,Medium,79.8
-69,22,57,524,5.13,3.77,1,Good,Medium,Low,67.2
-95,55,53,146,5.9,2.56,0,Moderate,Medium,Medium,76.1
-95,91,68,289,2.48,1.43,1,Moderate,High,High,79.19999999999999
-95,42,112,141,5.92,4.26,1,Moderate,High,Medium,87.89999999999999
-75,30,14,402,9.01,2.98,0,Good,Low,Low,64.3
-72,89,37,490,4.78,2.9,1,Good,Medium,High,86.19999999999999
-68,88,77,522,8.59,3.3,1,Good,High,High,88.6
-118,66,13,428,9.28,4.28,1,Poor,Low,Medium,104.6
-55,78,56,211,1.01,3.66,1,Good,Medium,High,84.30000000000001
-79,79,58,471,1.05,1.06,0,Moderate,Medium,High,65.9
-102,76,112,211,4.81,2.33,1,Poor,High,High,84.3
-104,57,7,161,5.92,4.9,1,Poor,Low,Medium,103.0
-88,85,71,231,4.32,2.77,1,Moderate,High,High,88.1
-72,42,18,88,3.33,4.69,1,Good,Low,Medium,85.3
-65,45,31,209,6.45,,1,Good,Medium,Medium,62.11438888888889
